127.0.0.1 - - [15/Apr/2018:00:59:37 -0600] "GET / HTTP/1.1" 404 1073
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:37:33 -0600] "POST /LeaveManagement/JSP/DeleteEmployee.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:37:33 -0600] "GET /LeaveManagement/JSP/DeleteEmpSuccess.jsp HTTP/1.1" 200 498
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:37:37 -0600] "GET /LeaveManagement/JSP/HR.jsp HTTP/1.1" 200 495
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:37:41 -0600] "GET /LeaveManagement/JSP/EmployeeRecords.jsp HTTP/1.1" 200 1318
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:37:45 -0600] "GET /LeaveManagement/JSP/AddEmployee.jsp HTTP/1.1" 200 562
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:37:57 -0600] "POST /LeaveManagement/JSP/AddEmployee.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:37:57 -0600] "GET /LeaveManagement/JSP/AddEmpSuccess.jsp HTTP/1.1" 200 496
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:37:58 -0600] "GET /LeaveManagement/JSP/HR.jsp HTTP/1.1" 200 495
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:38:00 -0600] "GET /LeaveManagement/JSP/EmployeeRecords.jsp HTTP/1.1" 200 1318
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:38:32 -0600] "GET /LeaveManagement/JSP/AddEmployee.jsp HTTP/1.1" 200 562
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:38:44 -0600] "POST /LeaveManagement/JSP/AddEmployee.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:38:44 -0600] "GET /LeaveManagement/JSP/AddEmpSuccess.jsp HTTP/1.1" 200 496
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:38:53 -0600] "GET /LeaveManagement/JSP/HR.jsp HTTP/1.1" 200 495
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:38:57 -0600] "GET /LeaveManagement/JSP/EmployeeRecords.jsp HTTP/1.1" 200 1318
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:39:16 -0600] "GET /LeaveManagement/JSP/AddEmployee.jsp HTTP/1.1" 200 562
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:39:28 -0600] "POST /LeaveManagement/JSP/AddEmployee.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:39:28 -0600] "GET /LeaveManagement/JSP/AddEmpSuccess.jsp HTTP/1.1" 200 496
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:39:34 -0600] "GET /LeaveManagement/JSP/HR.jsp HTTP/1.1" 200 495
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:39:36 -0600] "GET /LeaveManagement/JSP/EmployeeRecords.jsp HTTP/1.1" 200 1318
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:44:49 -0600] "GET /LeaveManagement/JSP/AddEmployee.jsp HTTP/1.1" 200 562
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:44:57 -0600] "POST /LeaveManagement/JSP/AddEmployee.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:44:57 -0600] "GET /LeaveManagement/JSP/AddEmpSuccess.jsp HTTP/1.1" 200 496
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:44:58 -0600] "GET /LeaveManagement/JSP/HR.jsp HTTP/1.1" 200 495
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:44:59 -0600] "GET /LeaveManagement/JSP/EmployeeRecords.jsp HTTP/1.1" 200 1538
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:45:04 -0600] "GET /LeaveManagement/JSP/DeleteEmployee.jsp HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:45:07 -0600] "POST /LeaveManagement/JSP/DeleteEmployee.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:45:07 -0600] "GET /LeaveManagement/JSP/DeleteEmpSuccess.jsp HTTP/1.1" 200 498
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:45:08 -0600] "GET /LeaveManagement/JSP/HR.jsp HTTP/1.1" 200 495
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:45:10 -0600] "GET /LeaveManagement/JSP/EmployeeRecords.jsp HTTP/1.1" 200 1318
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:46:48 -0600] "GET /LeaveManagement/JSP/AddEmployee.jsp HTTP/1.1" 200 562
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:46:56 -0600] "POST /LeaveManagement/JSP/AddEmployee.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:46:56 -0600] "GET /LeaveManagement/JSP/AddEmpSuccess.jsp HTTP/1.1" 200 496
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:46:57 -0600] "GET /LeaveManagement/JSP/HR.jsp HTTP/1.1" 200 495
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:46:58 -0600] "GET /LeaveManagement/JSP/EmployeeRecords.jsp HTTP/1.1" 200 1538
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:47:01 -0600] "GET /LeaveManagement/JSP/DeleteEmployee.jsp HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:47:05 -0600] "POST /LeaveManagement/JSP/DeleteEmployee.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:47:05 -0600] "GET /LeaveManagement/JSP/DeleteEmpSuccess.jsp HTTP/1.1" 200 498
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:47:05 -0600] "GET /LeaveManagement/JSP/HR.jsp HTTP/1.1" 200 495
0:0:0:0:0:0:0:1 - - [15/Apr/2018:13:47:07 -0600] "GET /LeaveManagement/JSP/EmployeeRecords.jsp HTTP/1.1" 200 1318
0:0:0:0:0:0:0:1 - - [15/Apr/2018:14:44:06 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 404 1129
0:0:0:0:0:0:0:1 - - [15/Apr/2018:14:45:04 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [15/Apr/2018:14:45:46 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 404 1115
0:0:0:0:0:0:0:1 - - [15/Apr/2018:14:48:07 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 393
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:14:52 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:15:03 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:15:27 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:15:50 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:17:23 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:20:07 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 720
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:20:18 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 320
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:25:35 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 686
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:25:51 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 320
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:26:28 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 686
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:27:12 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 673
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:33:17 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 397
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:33:20 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 500 2753
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:34:10 -0600] "POST /LeaveManagement/LoginServlet HTTP/1.1" 200 397
0:0:0:0:0:0:0:1 - - [15/Apr/2018:15:34:13 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 310
0:0:0:0:0:0:0:1 - - [15/Apr/2018:18:32:24 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [15/Apr/2018:18:35:46 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [15/Apr/2018:18:35:47 -0600] "GET /favicon.ico HTTP/1.1" 404 1084
0:0:0:0:0:0:0:1 - - [15/Apr/2018:18:37:16 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:30:00 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:30:25 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:30:40 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:34:26 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 535
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:36:32 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 653
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:36:41 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 653
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:36:51 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp? HTTP/1.1" 200 653
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:44:29 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:44:37 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp? HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:44:41 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp? HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:44:47 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp? HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:45:19 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:18 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:20 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:21 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:22 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:25 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:37 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp? HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:38 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp? HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:38 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp? HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:39 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp? HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:39 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp? HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:49:40 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp? HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:50:57 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 1172
0:0:0:0:0:0:0:1 - - [15/Apr/2018:19:56:01 -0600] "GET /LeaveManagement/JSP/ApplyLeave.jsp HTTP/1.1" 200 1172
